Timestamp,Crowd_Count,Density,Unique_People,Alerts
2026-07-23 19:03:31,9,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:31,10,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:31,11,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:31,10,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:31,11,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:31,11,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,12,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,12,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,12,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,12,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,12,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,12,MEDIUM,18,HIGH CROWD
2026-07-23 19:03:32,13,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:33,13,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:33,13,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:33,13,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:33,13,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:33,12,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:34,12,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:34,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:34,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:34,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:34,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:35,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:35,12,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:35,12,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:35,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:35,10,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:35,10,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:36,11,MEDIUM,19,HIGH CROWD
2026-07-23 19:03:36,11,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:36,11,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:36,11,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:36,11,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:36,12,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:36,11,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:37,12,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:37,11,MEDIUM,20,HIGH CROWD
2026-07-23 19:03:37,12,MEDIUM,21,HIGH CROWD
2026-07-23 19:03:37,12,MEDIUM,21,HIGH CROWD
2026-07-23 19:03:37,11,MEDIUM,21,HIGH CROWD
2026-07-23 19:03:38,11,MEDIUM,21,HIGH CROWD
2026-07-23 19:03:38,10,MEDIUM,21,HIGH CROWD
2026-07-23 19:03:38,11,MEDIUM,22,HIGH CROWD
2026-07-23 19:03:38,11,MEDIUM,22,HIGH CROWD
2026-07-23 19:03:38,10,MEDIUM,23,HIGH CROWD
2026-07-23 19:03:39,12,MEDIUM,24,HIGH CROWD
2026-07-23 19:03:39,15,MEDIUM,25,HIGH CROWD
2026-07-23 19:03:39,14,MEDIUM,25,HIGH CROWD
2026-07-23 19:03:39,13,MEDIUM,25,HIGH CROWD
2026-07-23 19:03:39,11,MEDIUM,25,HIGH CROWD
2026-07-23 19:03:39,7,MEDIUM,25,
2026-07-23 19:03:40,8,MEDIUM,25,HIGH CROWD
2026-07-23 19:03:40,11,MEDIUM,25,HIGH CROWD
2026-07-23 19:03:40,12,MEDIUM,26,HIGH CROWD
2026-07-23 19:03:40,13,MEDIUM,27,HIGH CROWD
2026-07-23 19:03:40,13,MEDIUM,27,HIGH CROWD
2026-07-23 19:03:41,14,MEDIUM,27,HIGH CROWD
2026-07-23 19:03:41,13,MEDIUM,27,HIGH CROWD
2026-07-23 19:03:41,13,MEDIUM,27,HIGH CROWD
2026-07-23 19:03:41,14,MEDIUM,27,HIGH CROWD
2026-07-23 19:03:41,13,MEDIUM,28,HIGH CROWD
2026-07-23 19:03:41,13,MEDIUM,28,HIGH CROWD
2026-07-23 19:03:42,13,MEDIUM,28,HIGH CROWD
2026-07-23 19:03:42,12,MEDIUM,29,HIGH CROWD
2026-07-23 19:03:42,14,MEDIUM,30,HIGH CROWD
2026-07-23 19:03:42,13,MEDIUM,30,HIGH CROWD
2026-07-23 19:03:42,14,MEDIUM,30,HIGH CROWD
2026-07-23 19:03:43,13,MEDIUM,30,HIGH CROWD
2026-07-23 19:03:43,11,MEDIUM,30,HIGH CROWD
2026-07-23 19:03:43,15,MEDIUM,30,HIGH CROWD
2026-07-23 19:03:43,14,MEDIUM,31,HIGH CROWD
2026-07-23 19:03:43,9,MEDIUM,31,HIGH CROWD
2026-07-23 19:03:43,10,MEDIUM,31,HIGH CROWD
2026-07-23 19:03:44,14,MEDIUM,31,HIGH CROWD
2026-07-23 19:03:44,13,MEDIUM,31,HIGH CROWD
2026-07-23 19:03:44,14,MEDIUM,31,HIGH CROWD
2026-07-23 19:03:44,15,MEDIUM,32,HIGH CROWD
2026-07-23 19:03:44,13,MEDIUM,32,HIGH CROWD
2026-07-23 19:03:45,12,MEDIUM,32,HIGH CROWD
2026-07-23 19:03:45,13,MEDIUM,32,HIGH CROWD
2026-07-23 19:03:45,12,MEDIUM,32,HIGH CROWD
2026-07-23 19:03:45,12,MEDIUM,32,HIGH CROWD
2026-07-23 19:03:45,12,MEDIUM,33,HIGH CROWD
2026-07-23 19:03:46,13,MEDIUM,33,HIGH CROWD
2026-07-23 19:03:46,11,MEDIUM,33,HIGH CROWD
2026-07-23 19:03:46,12,MEDIUM,33,HIGH CROWD
2026-07-23 19:03:46,10,MEDIUM,33,HIGH CROWD
2026-07-23 19:03:46,7,MEDIUM,33,
2026-07-23 19:03:47,7,MEDIUM,33,
2026-07-23 19:03:47,9,MEDIUM,33,HIGH CROWD
2026-07-23 19:03:47,6,MEDIUM,33,
2026-07-23 19:03:47,7,MEDIUM,33,
2026-07-23 19:03:47,5,LOW,33,
2026-07-23 19:03:47,3,LOW,33,
2026-07-23 19:03:47,3,LOW,33,
2026-07-23 19:03:48,2,LOW,33,
2026-07-23 19:03:48,1,LOW,33,
2026-07-23 19:03:48,0,LOW,33,
2026-07-23 19:03:48,1,LOW,33,
2026-07-23 19:03:48,0,LOW,33,
2026-07-23 19:03:48,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:49,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:50,0,LOW,33,
2026-07-23 19:03:51,0,LOW,33,
2026-07-23 19:03:51,0,LOW,33,
2026-07-23 19:03:51,0,LOW,33,
2026-07-23 19:03:51,0,LOW,33,
2026-07-23 19:03:51,0,LOW,33,
2026-07-23 19:03:51,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:52,0,LOW,33,
2026-07-23 19:03:53,0,LOW,33,
2026-07-23 19:03:53,0,LOW,33,
2026-07-23 19:03:53,0,LOW,33,
2026-07-23 19:03:53,0,LOW,33,
2026-07-23 19:03:53,1,LOW,34,
2026-07-23 19:03:53,0,LOW,34,
2026-07-23 19:03:54,0,LOW,34,
2026-07-23 19:03:54,0,LOW,34,
2026-07-23 19:03:54,1,LOW,34,
2026-07-23 19:03:54,1,LOW,34,
2026-07-23 19:03:54,1,LOW,34,
2026-07-23 19:03:54,1,LOW,34,
2026-07-23 19:03:54,2,LOW,35,
2026-07-23 19:03:55,1,LOW,35,
2026-07-23 19:03:55,2,LOW,36,
2026-07-23 19:03:55,2,LOW,36,
2026-07-23 19:03:55,2,LOW,36,
2026-07-23 19:03:55,2,LOW,36,
2026-07-23 19:03:56,2,LOW,36,
2026-07-23 19:03:56,2,LOW,36,
2026-07-23 19:03:56,1,LOW,36,
2026-07-23 19:03:56,0,LOW,36,
2026-07-23 19:03:56,1,LOW,36,
2026-07-23 19:03:56,1,LOW,36,
2026-07-23 19:03:56,0,LOW,36,
2026-07-23 19:03:57,0,LOW,36,
2026-07-23 19:03:57,0,LOW,36,
2026-07-23 19:03:57,0,LOW,36,
2026-07-23 19:03:57,0,LOW,36,
2026-07-23 19:03:57,0,LOW,36,
2026-07-23 19:03:57,1,LOW,36,
2026-07-23 19:03:57,1,LOW,36,
2026-07-23 19:03:58,1,LOW,36,
2026-07-23 19:03:58,1,LOW,36,
2026-07-23 19:03:58,1,LOW,36,
2026-07-23 19:03:58,1,LOW,36,
2026-07-23 19:03:58,1,LOW,36,
2026-07-23 19:03:59,2,LOW,36,
2026-07-23 19:03:59,1,LOW,36,
2026-07-23 19:03:59,1,LOW,36,
2026-07-23 19:03:59,2,LOW,36,
2026-07-23 19:03:59,2,LOW,36,
2026-07-23 19:03:59,2,LOW,36,
2026-07-23 19:03:59,2,LOW,36,
2026-07-23 19:04:00,2,LOW,36,
2026-07-23 19:04:00,2,LOW,36,
2026-07-23 19:04:00,2,LOW,36,
2026-07-23 19:04:00,2,LOW,36,
2026-07-23 19:04:00,2,LOW,37,
2026-07-23 19:04:00,2,LOW,37,
2026-07-23 19:04:00,2,LOW,37,
2026-07-23 19:04:01,2,LOW,37,
2026-07-23 19:04:01,2,LOW,37,
2026-07-23 19:04:01,2,LOW,37,
2026-07-23 19:04:01,1,LOW,37,
2026-07-23 19:04:01,2,LOW,37,
2026-07-23 19:04:01,2,LOW,37,
2026-07-23 19:04:02,3,LOW,37,
2026-07-23 19:04:02,2,LOW,37,
2026-07-23 19:04:02,2,LOW,37,
2026-07-23 19:04:02,2,LOW,37,
2026-07-23 19:04:02,2,LOW,37,
2026-07-23 19:04:02,2,LOW,37,
2026-07-23 19:04:03,2,LOW,37,
2026-07-23 19:04:03,0,LOW,37,
2026-07-23 19:04:03,1,LOW,37,
2026-07-23 19:04:03,1,LOW,37,
2026-07-23 19:04:03,0,LOW,37,
2026-07-23 19:04:03,0,LOW,37,
2026-07-23 19:04:04,0,LOW,37,
2026-07-23 19:04:04,2,LOW,38,
2026-07-23 19:04:04,1,LOW,38,
2026-07-23 19:04:04,1,LOW,38,
2026-07-23 19:04:04,1,LOW,38,
2026-07-23 19:04:04,2,LOW,38,
2026-07-23 19:04:04,2,LOW,38,
2026-07-23 19:04:05,1,LOW,38,
2026-07-23 19:04:05,1,LOW,38,
2026-07-23 19:04:05,2,LOW,38,
2026-07-23 19:04:05,1,LOW,38,
2026-07-23 19:04:05,0,LOW,38,
2026-07-23 19:04:05,0,LOW,38,
2026-07-23 19:04:05,0,LOW,38,
2026-07-23 19:04:06,0,LOW,38,
2026-07-23 19:04:06,0,LOW,38,
2026-07-23 19:04:06,0,LOW,38,
2026-07-23 19:04:06,1,LOW,38,
2026-07-23 19:04:06,1,LOW,38,
2026-07-23 19:04:06,1,LOW,38,
2026-07-23 19:04:07,0,LOW,38,
2026-07-23 19:04:07,0,LOW,38,
2026-07-23 19:04:07,1,LOW,39,
2026-07-23 19:04:07,1,LOW,39,
2026-07-23 19:04:07,1,LOW,39,
2026-07-23 19:04:07,1,LOW,39,
2026-07-23 19:04:08,2,LOW,39,
2026-07-23 19:04:08,2,LOW,39,
2026-07-23 19:04:08,1,LOW,39,
2026-07-23 19:04:08,0,LOW,39,
2026-07-23 19:04:08,1,LOW,39,
2026-07-23 19:04:08,1,LOW,39,
2026-07-23 19:04:08,1,LOW,39,
2026-07-23 19:04:09,0,LOW,39,
2026-07-23 19:04:09,1,LOW,39,
2026-07-23 19:04:09,1,LOW,39,
2026-07-23 19:04:09,1,LOW,39,
2026-07-23 19:04:09,1,LOW,39,
2026-07-23 19:04:10,0,LOW,39,
2026-07-23 19:04:10,1,LOW,39,
2026-07-23 19:04:10,1,LOW,39,
2026-07-23 19:04:10,1,LOW,39,
2026-07-23 19:04:10,1,LOW,39,
2026-07-23 19:04:10,1,LOW,39,
2026-07-23 19:04:10,1,LOW,39,
2026-07-23 19:04:11,1,LOW,39,
2026-07-23 19:04:11,1,LOW,39,
2026-07-23 19:04:11,1,LOW,39,
2026-07-23 19:04:11,1,LOW,39,
2026-07-23 19:04:11,1,LOW,39,
2026-07-23 19:04:11,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:12,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:13,1,LOW,39,
2026-07-23 19:04:14,1,LOW,39,
2026-07-23 19:04:14,1,LOW,39,
2026-07-23 19:04:14,1,LOW,39,
2026-07-23 19:04:14,1,LOW,39,
2026-07-23 19:04:14,1,LOW,39,
2026-07-23 19:04:14,1,LOW,39,
2026-07-23 19:04:15,1,LOW,39,
2026-07-23 19:04:15,1,LOW,39,
2026-07-23 19:04:15,1,LOW,39,
2026-07-23 19:04:15,1,LOW,39,
2026-07-23 19:04:15,2,LOW,40,
2026-07-23 19:04:15,2,LOW,40,
2026-07-23 19:04:15,2,LOW,40,
2026-07-23 19:04:15,4,LOW,42,
2026-07-23 19:04:15,3,LOW,42,
2026-07-23 19:04:15,4,LOW,42,
2026-07-23 19:04:15,5,LOW,43,
2026-07-23 19:04:15,5,LOW,43,
2026-07-23 19:04:15,5,LOW,43,
2026-07-23 19:04:15,5,LOW,43,
2026-07-23 19:04:15,5,LOW,43,
2026-07-23 19:04:16,4,LOW,43,
2026-07-23 19:04:16,6,MEDIUM,44,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,6,MEDIUM,45,
2026-07-23 19:04:16,6,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,7,MEDIUM,45,
2026-07-23 19:04:16,6,MEDIUM,45,
2026-07-23 19:04:16,9,MEDIUM,47,HIGH CROWD
2026-07-23 19:04:16,8,MEDIUM,47,HIGH CROWD
2026-07-23 19:04:16,9,MEDIUM,48,HIGH CROWD
2026-07-23 19:04:17,9,MEDIUM,48,HIGH CROWD
2026-07-23 19:04:17,9,MEDIUM,48,HIGH CROWD
2026-07-23 19:04:17,9,MEDIUM,48,HIGH CROWD
2026-07-23 19:04:17,9,MEDIUM,48,HIGH CROWD
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,6,MEDIUM,48,
2026-07-23 19:04:17,8,MEDIUM,48,HIGH CROWD
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,6,MEDIUM,48,
2026-07-23 19:04:17,6,MEDIUM,48,
2026-07-23 19:04:17,6,MEDIUM,48,
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:17,7,MEDIUM,48,
2026-07-23 19:04:18,7,MEDIUM,48,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,8,MEDIUM,49,HIGH CROWD
2026-07-23 19:04:18,8,MEDIUM,49,HIGH CROWD
2026-07-23 19:04:18,6,MEDIUM,49,
2026-07-23 19:04:18,6,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,49,
2026-07-23 19:04:18,7,MEDIUM,50,
2026-07-23 19:04:18,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:18,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:18,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:18,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,7,MEDIUM,50,
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:19,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:20,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:20,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:20,7,MEDIUM,50,
2026-07-23 19:04:20,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:20,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:20,7,MEDIUM,50,
2026-07-23 19:04:20,7,MEDIUM,50,
2026-07-23 19:04:20,7,MEDIUM,50,
2026-07-23 19:04:20,8,MEDIUM,50,HIGH CROWD
2026-07-23 19:04:20,6,MEDIUM,51,
2026-07-23 19:04:20,6,MEDIUM,51,
2026-07-23 19:04:20,7,MEDIUM,51,
2026-07-23 19:04:20,7,MEDIUM,51,
2026-07-23 19:04:20,6,MEDIUM,52,
2026-07-23 19:04:20,7,MEDIUM,52,
2026-07-23 19:04:20,7,MEDIUM,52,
2026-07-23 19:04:20,7,MEDIUM,52,
2026-07-23 19:04:21,8,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,8,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,8,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,7,MEDIUM,52,
2026-07-23 19:04:21,9,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,9,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,9,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,7,MEDIUM,52,
2026-07-23 19:04:21,7,MEDIUM,52,
2026-07-23 19:04:21,7,MEDIUM,52,
2026-07-23 19:04:21,6,MEDIUM,52,
2026-07-23 19:04:21,7,MEDIUM,52,
2026-07-23 19:04:21,6,MEDIUM,52,
2026-07-23 19:04:21,6,MEDIUM,52,
2026-07-23 19:04:21,5,LOW,52,
2026-07-23 19:04:21,8,MEDIUM,52,HIGH CROWD
2026-07-23 19:04:21,5,LOW,52,
2026-07-23 19:04:21,6,MEDIUM,52,
2026-07-23 19:04:21,6,MEDIUM,52,
2026-07-23 19:04:22,6,MEDIUM,53,
2026-07-23 19:04:22,6,MEDIUM,53,
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,7,MEDIUM,53,
2026-07-23 19:04:22,7,MEDIUM,53,
2026-07-23 19:04:22,7,MEDIUM,53,
2026-07-23 19:04:22,7,MEDIUM,53,
2026-07-23 19:04:22,7,MEDIUM,53,
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,53,HIGH CROWD
2026-07-23 19:04:22,7,MEDIUM,54,
2026-07-23 19:04:22,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:22,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:23,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:23,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:23,7,MEDIUM,54,
2026-07-23 19:04:23,6,MEDIUM,54,
2026-07-23 19:04:23,7,MEDIUM,54,
2026-07-23 19:04:23,8,MEDIUM,54,HIGH CROWD
2026-07-23 19:04:23,9,MEDIUM,55,HIGH CROWD
2026-07-23 19:04:23,8,MEDIUM,55,HIGH CROWD
